Mémoire,L'IA m'a aidé à clarifier certains concepts.,"Premier essai, pas encore au point."
Rapport de stage 24,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Premier essai, pas encore au point."
Mémoire,L'IA a généré un premier jet que j'ai retravaillé.,J'ai eu du mal à comprendre certaines consignes.
Dissertation,L'IA m'a permis de mieux structurer mes phrases.,À revoir pour la prochaine fois.
Analyse 43,J'ai utilisé l'IA pour vérifier la grammaire.,Je pense que je peux faire mieux.
Analyse - Eco,L'IA m'a aidé à clarifier certains concepts.,"Travail fait en retard, à améliorer."
Rendu du 04 October 2024,J'ai utilisé l'IA pour reformuler mes idées.,"Travail fait en retard, à améliorer."
Exposé,L'IA m'a donné des exemples concrets.,J'ai passé beaucoup de temps dessus.
Rapport de stage 10,J'ai utilisé l'IA pour reformuler mes idées.,Pas totalement satisfait du rendu.
Analyse 33,Je me suis aidé de l'IA pour résumer un texte.,J'ai passé beaucoup de temps dessus.
Synthèse - Math,Je me suis aidé de l'IA pour résumer un texte.,J'ai eu du mal à comprendre certaines consignes.
Présentation,L'IA m'a aidé à clarifier certains concepts.,J'ai passé beaucoup de temps dessus.
Projet,Je me suis aidé de l'IA pour résumer un texte.,À revoir pour la prochaine fois.
Dissertation,L'IA a généré un premier jet que j'ai retravaillé.,Pas totalement satisfait du rendu.
Rendu du 23 January 2025,L'IA m'a donné des exemples concrets.,Pas totalement satisfait du rendu.
Exposé,L'IA m'a donné des exemples concrets.,À revoir pour la prochaine fois.
Synthèse - Philo,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai appris beaucoup en le faisant.
Rendu du 08 December 2025,J'ai demandé à l'IA de générer un plan.,À discuter avec le professeur.
Présentation - Math,J'ai utilisé l'IA pour vérifier la grammaire.,"Travail fait en retard, à améliorer."
Dissertation - Philo,J'ai utilisé l'IA pour vérifier la grammaire.,À revoir pour la prochaine fois.
Analyse - Math,J'ai utilisé l'IA pour reformuler mes idées.,"Premier essai, pas encore au point."
Dissertation 45,L'IA a généré un premier jet que j'ai retravaillé.,"Travail fait en retard, à améliorer."
Compte rendu 32,Je me suis aidé de l'IA pour résumer un texte.,À revoir pour la prochaine fois.
Projet - Philo,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai eu du mal à comprendre certaines consignes.
Exposé - Math,J'ai utilisé l'IA pour reformuler mes idées.,J'ai appris beaucoup en le faisant.
Projet - Eco,L'IA m'a aidé à clarifier certains concepts.,J'ai appris beaucoup en le faisant.
Exposé,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,"Premier essai, pas encore au point."
Dissertation 12,L'IA m'a aidé à corriger mes fautes d'orthographe.,À discuter avec le professeur.
Exposé,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai passé beaucoup de temps dessus.
Rendu du 18 February 2023,Je me suis aidé de l'IA pour résumer un texte.,"Premier essai, pas encore au point."
Exposé,L'IA m'a donné des exemples concrets.,À discuter avec le professeur.
Mémoire - Info,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Je pense que je peux faire mieux.
Présentation 16,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai passé beaucoup de temps dessus.
Rapport de stage - Math,L'IA m'a permis de mieux structurer mes phrases.,J'ai eu du mal à comprendre certaines consignes.
Présentation,Je me suis aidé de l'IA pour résumer un texte.,À revoir pour la prochaine fois.
Synthèse 20,L'IA m'a permis de mieux structurer mes phrases.,J'ai appris beaucoup en le faisant.
Compte rendu - Math,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Travail fait rapidement.
Mémoire,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,À discuter avec le professeur.
Dissertation 13,L'IA m'a aidé à clarifier certains concepts.,J'ai passé beaucoup de temps dessus.
Présentation 34,L'IA m'a donné des exemples concrets.,"Travail fait en retard, à améliorer."
Synthèse 47,J'ai utilisé l'IA pour reformuler mes idées.,"Travail fait en retard, à améliorer."
Exposé - Eco,L'IA m'a donné des exemples concrets.,Travail fait rapidement.
Projet 9,J'ai utilisé l'IA pour vérifier la grammaire.,"Travail fait en retard, à améliorer."
Rendu du 23 June 2023,Je me suis aidé de l'IA pour résumer un texte.,Travail fait rapidement.
Projet,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai appris beaucoup en le faisant.
Projet 42,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai appris beaucoup en le faisant.
Compte rendu,J'ai utilisé l'IA pour reformuler mes idées.,"Premier essai, pas encore au point."
Mémoire - Philo,L'IA m'a aidé à clarifier certains concepts.,J'ai eu du mal à comprendre certaines consignes.
Présentation 44,L'IA a généré un premier jet que j'ai retravaillé.,J'ai appris beaucoup en le faisant.
Dissertation - Info,L'IA a généré un premier jet que j'ai retravaillé.,J'ai appris beaucoup en le faisant.
Dissertation,J'ai utilisé l'IA pour reformuler mes idées.,J'ai passé beaucoup de temps dessus.
Présentation 38,Je me suis aidé de l'IA pour résumer un texte.,"Premier essai, pas encore au point."
Exposé 48,L'IA m'a aidé à corriger mes fautes d'orthographe.,Pas totalement satisfait du rendu.
Présentation,L'IA m'a donné des exemples concrets.,À revoir pour la prochaine fois.
Dissertation 9,J'ai demandé à l'IA de générer un plan.,J'ai eu du mal à comprendre certaines consignes.
Analyse - Math,L'IA m'a permis de mieux structurer mes phrases.,À revoir pour la prochaine fois.
Rapport de stage,L'IA a généré un premier jet que j'ai retravaillé.,Pas totalement satisfait du rendu.
Compte rendu,Je me suis aidé de l'IA pour résumer un texte.,Pas totalement satisfait du rendu.
Projet,L'IA m'a donné des exemples concrets.,"Premier essai, pas encore au point."
Dissertation - Info,Je me suis aidé de l'IA pour résumer un texte.,À discuter avec le professeur.
Rapport de stage - Physique,J'ai utilisé l'IA pour vérifier la grammaire.,Travail fait rapidement.
Projet - Math,J'ai demandé à l'IA de générer un plan.,J'ai passé beaucoup de temps dessus.
Rapport de stage 7,J'ai demandé à l'IA de générer un plan.,J'ai passé beaucoup de temps dessus.
Compte rendu 25,L'IA a généré un premier jet que j'ai retravaillé.,"Premier essai, pas encore au point."
Rapport de stage 8,L'IA a généré un premier jet que j'ai retravaillé.,"Premier essai, pas encore au point."
Présentation,L'IA m'a permis de mieux structurer mes phrases.,J'ai eu du mal à comprendre certaines consignes.
Rapport de stage - Eco,J'ai utilisé l'IA pour vérifier la grammaire.,Pas totalement satisfait du rendu.
Synthèse 12,Je me suis aidé de l'IA pour résumer un texte.,"Travail fait en retard, à améliorer."
Dissertation 33,L'IA a généré un premier jet que j'ai retravaillé.,J'ai passé beaucoup de temps dessus.
Présentation,L'IA m'a permis de mieux structurer mes phrases.,J'ai eu du mal à comprendre certaines consignes.
Projet 43,Je me suis aidé de l'IA pour résumer un texte.,Pas totalement satisfait du rendu.
Compte rendu - Physique,L'IA m'a donné des exemples concrets.,Je pense que je peux faire mieux.
Projet 20,J'ai utilisé l'IA pour reformuler mes idées.,Je pense que je peux faire mieux.
Rendu du 28 December 2025,J'ai utilisé l'IA pour reformuler mes idées.,J'ai appris beaucoup en le faisant.
Compte rendu 29,L'IA m'a aidé à corriger mes fautes d'orthographe.,À discuter avec le professeur.
Dissertation 6,J'ai utilisé l'IA pour reformuler mes idées.,J'ai passé beaucoup de temps dessus.
Analyse - Philo,J'ai utilisé l'IA pour reformuler mes idées.,"Travail fait en retard, à améliorer."
Projet 44,L'IA m'a aidé à corriger mes fautes d'orthographe.,Je pense que je peux faire mieux.
Rendu du 22 February 2023,J'ai demandé à l'IA de générer un plan.,Pas totalement satisfait du rendu.
Projet 26,J'ai utilisé l'IA pour reformuler mes idées.,À revoir pour la prochaine fois.
Synthèse 6,L'IA a généré un premier jet que j'ai retravaillé.,J'ai appris beaucoup en le faisant.
Rendu du 02 August 2023,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,À revoir pour la prochaine fois.
Rapport de stage,L'IA a généré un premier jet que j'ai retravaillé.,Travail fait rapidement.
Mémoire 15,J'ai demandé à l'IA de générer un plan.,À revoir pour la prochaine fois.
Analyse,L'IA m'a permis de mieux structurer mes phrases.,"Travail fait en retard, à améliorer."
Présentation 22,L'IA m'a permis de mieux structurer mes phrases.,"Premier essai, pas encore au point."
Rapport de stage,L'IA m'a permis de mieux structurer mes phrases.,Je pense que je peux faire mieux.
Analyse,L'IA m'a aidé à clarifier certains concepts.,Pas totalement satisfait du rendu.
Dissertation,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Premier essai, pas encore au point."
Dissertation - Info,J'ai utilisé l'IA pour reformuler mes idées.,J'ai appris beaucoup en le faisant.
Projet 9,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,"Travail fait en retard, à améliorer."
Synthèse,J'ai utilisé l'IA pour reformuler mes idées.,"Premier essai, pas encore au point."
Rendu du 09 March 2023,J'ai utilisé l'IA pour reformuler mes idées.,J'ai appris beaucoup en le faisant.
Rendu du 05 September 2023,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai passé beaucoup de temps dessus.
Compte rendu - Physique,Je me suis aidé de l'IA pour résumer un texte.,Je pense que je peux faire mieux.
Compte rendu - Math,Je me suis aidé de l'IA pour résumer un texte.,À discuter avec le professeur.
Projet,L'IA m'a permis de mieux structurer mes phrases.,J'ai passé beaucoup de temps dessus.
Dissertation 10,L'IA a généré un premier jet que j'ai retravaillé.,À discuter avec le professeur.
Rendu du 27 December 2025,L'IA m'a aidé à clarifier certains concepts.,Je pense que je peux faire mieux.
Mémoire - Philo,J'ai demandé à l'IA de générer un plan.,J'ai eu du mal à comprendre certaines consignes.
Dissertation - Math,L'IA m'a aidé à corriger mes fautes d'orthographe.,Pas totalement satisfait du rendu.
Rapport de stage,L'IA m'a aidé à corriger mes fautes d'orthographe.,Je pense que je peux faire mieux.
Dissertation - Eco,J'ai demandé à l'IA de générer un plan.,Je pense que je peux faire mieux.
Dissertation 11,J'ai utilisé l'IA pour vérifier la grammaire.,"Premier essai, pas encore au point."
Mémoire - Eco,J'ai demandé à l'IA de générer un plan.,Pas totalement satisfait du rendu.
Rapport de stage 40,J'ai utilisé l'IA pour vérifier la grammaire.,Travail fait rapidement.
Exposé 46,J'ai utilisé l'IA pour reformuler mes idées.,Travail fait rapidement.
Analyse,Je me suis aidé de l'IA pour résumer un texte.,Travail fait rapidement.
Dissertation,L'IA m'a permis de mieux structurer mes phrases.,À revoir pour la prochaine fois.
Rapport de stage,L'IA m'a aidé à clarifier certains concepts.,Travail fait rapidement.
Rapport de stage - Physique,L'IA m'a permis de mieux structurer mes phrases.,À discuter avec le professeur.
Synthèse 31,L'IA a généré un premier jet que j'ai retravaillé.,"Travail fait en retard, à améliorer."
Mémoire,L'IA m'a aidé à corriger mes fautes d'orthographe.,Je pense que je peux faire mieux.
Synthèse - Philo,J'ai demandé à l'IA de générer un plan.,À revoir pour la prochaine fois.
Mémoire,L'IA a généré un premier jet que j'ai retravaillé.,Je pense que je peux faire mieux.
Présentation - Math,J'ai utilisé l'IA pour reformuler mes idées.,À discuter avec le professeur.
Synthèse - Philo,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai passé beaucoup de temps dessus.
Dissertation 10,J'ai utilisé l'IA pour reformuler mes idées.,Je pense que je peux faire mieux.
Présentation 37,L'IA m'a donné des exemples concrets.,J'ai eu du mal à comprendre certaines consignes.
Rendu du 07 November 2025,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Travail fait rapidement.
Compte rendu,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Travail fait en retard, à améliorer."
Synthèse 7,L'IA m'a permis de mieux structurer mes phrases.,Travail fait rapidement.
Synthèse,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai passé beaucoup de temps dessus.
Présentation,L'IA m'a permis de mieux structurer mes phrases.,J'ai passé beaucoup de temps dessus.
Rendu du 19 October 2024,J'ai utilisé l'IA pour reformuler mes idées.,À discuter avec le professeur.
Présentation,J'ai utilisé l'IA pour reformuler mes idées.,"Premier essai, pas encore au point."
Rendu du 07 February 2025,J'ai utilisé l'IA pour vérifier la grammaire.,Pas totalement satisfait du rendu.
Dissertation - Philo,L'IA m'a aidé à clarifier certains concepts.,Pas totalement satisfait du rendu.
Dissertation - Info,L'IA m'a aidé à corriger mes fautes d'orthographe.,Pas totalement satisfait du rendu.
Rendu du 29 April 2025,L'IA a généré un premier jet que j'ai retravaillé.,Je pense que je peux faire mieux.
Projet 25,L'IA m'a aidé à clarifier certains concepts.,Travail fait rapidement.
Rapport de stage,L'IA m'a permis de mieux structurer mes phrases.,Travail fait rapidement.
Exposé - Math,L'IA m'a permis de mieux structurer mes phrases.,Je pense que je peux faire mieux.
Rapport de stage,L'IA m'a aidé à corriger mes fautes d'orthographe.,À revoir pour la prochaine fois.
Compte rendu - Math,J'ai utilisé l'IA pour vérifier la grammaire.,Pas totalement satisfait du rendu.
Rapport de stage 3,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Je pense que je peux faire mieux.
Dissertation,L'IA a généré un premier jet que j'ai retravaillé.,Je pense que je peux faire mieux.
Projet,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Je pense que je peux faire mieux.
Présentation 16,L'IA a généré un premier jet que j'ai retravaillé.,J'ai appris beaucoup en le faisant.
Synthèse,L'IA a généré un premier jet que j'ai retravaillé.,"Travail fait en retard, à améliorer."
Rendu du 03 December 2025,L'IA m'a donné des exemples concrets.,À discuter avec le professeur.
Présentation 41,L'IA m'a aidé à clarifier certains concepts.,J'ai appris beaucoup en le faisant.
Synthèse - Math,L'IA m'a aidé à corriger mes fautes d'orthographe.,Pas totalement satisfait du rendu.
Projet,L'IA a généré un premier jet que j'ai retravaillé.,"Travail fait en retard, à améliorer."
Dissertation,J'ai utilisé l'IA pour vérifier la grammaire.,Travail fait rapidement.
Synthèse - Physique,J'ai utilisé l'IA pour reformuler mes idées.,"Premier essai, pas encore au point."
Projet,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Premier essai, pas encore au point."
Projet - Info,L'IA m'a aidé à clarifier certains concepts.,J'ai passé beaucoup de temps dessus.
Compte rendu 1,J'ai utilisé l'IA pour reformuler mes idées.,À discuter avec le professeur.
Compte rendu - Math,J'ai utilisé l'IA pour vérifier la grammaire.,"Premier essai, pas encore au point."
Dissertation 8,J'ai utilisé l'IA pour reformuler mes idées.,J'ai appris beaucoup en le faisant.
Compte rendu 15,Je me suis aidé de l'IA pour résumer un texte.,À revoir pour la prochaine fois.
Mémoire 29,J'ai demandé à l'IA de générer un plan.,"Travail fait en retard, à améliorer."
Rendu du 31 August 2024,L'IA m'a aidé à corriger mes fautes d'orthographe.,À revoir pour la prochaine fois.
Exposé 24,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,À revoir pour la prochaine fois.
Analyse,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,"Premier essai, pas encore au point."
Rendu du 11 March 2023,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai eu du mal à comprendre certaines consignes.
Compte rendu 2,Je me suis aidé de l'IA pour résumer un texte.,À discuter avec le professeur.
Rendu du 29 May 2023,Je me suis aidé de l'IA pour résumer un texte.,Pas totalement satisfait du rendu.
Projet - Math,L'IA m'a permis de mieux structurer mes phrases.,J'ai eu du mal à comprendre certaines consignes.
Synthèse,L'IA a généré un premier jet que j'ai retravaillé.,"Premier essai, pas encore au point."
Mémoire 11,J'ai demandé à l'IA de générer un plan.,À discuter avec le professeur.
Présentation,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai passé beaucoup de temps dessus.
Analyse,J'ai utilisé l'IA pour reformuler mes idées.,À discuter avec le professeur.
Exposé 38,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Travail fait en retard, à améliorer."
Exposé - Math,L'IA m'a aidé à clarifier certains concepts.,J'ai passé beaucoup de temps dessus.
Analyse - Physique,Je me suis aidé de l'IA pour résumer un texte.,Pas totalement satisfait du rendu.
Compte rendu 37,L'IA a généré un premier jet que j'ai retravaillé.,J'ai passé beaucoup de temps dessus.
Compte rendu,J'ai utilisé l'IA pour vérifier la grammaire.,Travail fait rapidement.
Rapport de stage - Physique,J'ai demandé à l'IA de générer un plan.,"Premier essai, pas encore au point."
Analyse - Physique,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Je pense que je peux faire mieux.
Synthèse,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Premier essai, pas encore au point."
Analyse - Math,L'IA m'a donné des exemples concrets.,J'ai appris beaucoup en le faisant.
Présentation - Info,L'IA m'a permis de mieux structurer mes phrases.,À revoir pour la prochaine fois.
Compte rendu,L'IA a généré un premier jet que j'ai retravaillé.,Travail fait rapidement.
Mémoire,J'ai utilisé l'IA pour reformuler mes idées.,"Premier essai, pas encore au point."
Synthèse,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,À revoir pour la prochaine fois.
Analyse 19,L'IA m'a donné des exemples concrets.,À discuter avec le professeur.
Rendu du 27 June 2023,J'ai utilisé l'IA pour reformuler mes idées.,"Premier essai, pas encore au point."
Mémoire 31,L'IA m'a donné des exemples concrets.,À revoir pour la prochaine fois.
Synthèse,L'IA a généré un premier jet que j'ai retravaillé.,Travail fait rapidement.
Analyse,L'IA m'a permis de mieux structurer mes phrases.,J'ai appris beaucoup en le faisant.
Dissertation,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Pas totalement satisfait du rendu.
Projet 47,J'ai utilisé l'IA pour vérifier la grammaire.,À revoir pour la prochaine fois.
Exposé 23,J'ai utilisé l'IA pour vérifier la grammaire.,Pas totalement satisfait du rendu.
Compte rendu,J'ai utilisé l'IA pour reformuler mes idées.,À revoir pour la prochaine fois.
Dissertation - Physique,J'ai demandé à l'IA de générer un plan.,J'ai passé beaucoup de temps dessus.
Rendu du 03 December 2023,L'IA m'a permis de mieux structurer mes phrases.,À revoir pour la prochaine fois.
Mémoire 26,L'IA m'a donné des exemples concrets.,À discuter avec le professeur.
Dissertation - Philo,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Je pense que je peux faire mieux.
Rapport de stage,J'ai utilisé l'IA pour reformuler mes idées.,"Travail fait en retard, à améliorer."
Compte rendu 17,J'ai utilisé l'IA pour reformuler mes idées.,J'ai eu du mal à comprendre certaines consignes.
Mémoire,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai passé beaucoup de temps dessus.
Compte rendu 14,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai passé beaucoup de temps dessus.
Exposé,L'IA m'a donné des exemples concrets.,J'ai appris beaucoup en le faisant.
Mémoire,L'IA m'a permis de mieux structurer mes phrases.,À revoir pour la prochaine fois.
Présentation 35,J'ai utilisé l'IA pour reformuler mes idées.,Je pense que je peux faire mieux.
Projet,L'IA m'a donné des exemples concrets.,À discuter avec le professeur.
Rendu du 15 April 2022,L'IA m'a permis de mieux structurer mes phrases.,Travail fait rapidement.
Dissertation - Info,J'ai utilisé l'IA pour reformuler mes idées.,À discuter avec le professeur.
Exposé - Physique,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai appris beaucoup en le faisant.
Présentation - Philo,L'IA m'a aidé à clarifier certains concepts.,À discuter avec le professeur.
Dissertation 3,J'ai utilisé l'IA pour reformuler mes idées.,J'ai appris beaucoup en le faisant.
Dissertation,L'IA m'a donné des exemples concrets.,Pas totalement satisfait du rendu.
Présentation - Physique,J'ai utilisé l'IA pour vérifier la grammaire.,"Travail fait en retard, à améliorer."
Rapport de stage - Math,J'ai demandé à l'IA de générer un plan.,J'ai passé beaucoup de temps dessus.
Analyse - Physique,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Rendu du 29 October 2022,L'IA a généré un premier jet que j'ai retravaillé.,J'ai appris beaucoup en le faisant.
Synthèse,L'IA m'a aidé à corriger mes fautes d'orthographe.,Travail fait rapidement.
Rapport de stage 12,J'ai utilisé l'IA pour vérifier la grammaire.,À revoir pour la prochaine fois.
Compte rendu - Eco,L'IA m'a aidé à clarifier certains concepts.,J'ai appris beaucoup en le faisant.
Mémoire - Physique,J'ai utilisé l'IA pour reformuler mes idées.,J'ai passé beaucoup de temps dessus.
Dissertation,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai passé beaucoup de temps dessus.
Rapport de stage - Philo,L'IA a généré un premier jet que j'ai retravaillé.,J'ai eu du mal à comprendre certaines consignes.
Rendu du 25 October 2025,J'ai utilisé l'IA pour reformuler mes idées.,"Premier essai, pas encore au point."
Compte rendu 44,L'IA a généré un premier jet que j'ai retravaillé.,J'ai eu du mal à comprendre certaines consignes.
Projet - Info,L'IA m'a donné des exemples concrets.,J'ai passé beaucoup de temps dessus.
Présentation,J'ai utilisé l'IA pour vérifier la grammaire.,À discuter avec le professeur.
Compte rendu - Math,L'IA m'a aidé à clarifier certains concepts.,Pas totalement satisfait du rendu.
Présentation 28,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,"Premier essai, pas encore au point."
Projet - Physique,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,"Premier essai, pas encore au point."
Rapport de stage - Math,J'ai utilisé l'IA pour reformuler mes idées.,J'ai eu du mal à comprendre certaines consignes.
Exposé,L'IA m'a donné des exemples concrets.,À discuter avec le professeur.
Dissertation,J'ai utilisé l'IA pour vérifier la grammaire.,Pas totalement satisfait du rendu.
Rendu du 13 October 2024,J'ai demandé à l'IA de générer un plan.,"Premier essai, pas encore au point."
Mémoire,L'IA m'a aidé à clarifier certains concepts.,Je pense que je peux faire mieux.
Synthèse,L'IA m'a donné des exemples concrets.,À revoir pour la prochaine fois.
Présentation,Je me suis aidé de l'IA pour résumer un texte.,"Premier essai, pas encore au point."
Mémoire - Eco,J'ai utilisé l'IA pour vérifier la grammaire.,Travail fait rapidement.
Présentation,L'IA m'a aidé à corriger mes fautes d'orthographe.,Travail fait rapidement.
Projet 48,J'ai demandé à l'IA de générer un plan.,Pas totalement satisfait du rendu.
Rendu du 26 September 2025,Je me suis aidé de l'IA pour résumer un texte.,"Premier essai, pas encore au point."
Exposé,L'IA m'a permis de mieux structurer mes phrases.,"Premier essai, pas encore au point."
Projet,L'IA m'a permis de mieux structurer mes phrases.,"Premier essai, pas encore au point."
Rendu du 10 March 2023,J'ai utilisé l'IA pour vérifier la grammaire.,Pas totalement satisfait du rendu.
Exposé,L'IA a généré un premier jet que j'ai retravaillé.,J'ai appris beaucoup en le faisant.
Rapport de stage,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Travail fait en retard, à améliorer."
Mémoire 17,L'IA m'a aidé à clarifier certains concepts.,Travail fait rapidement.
Mémoire 28,J'ai demandé à l'IA de générer un plan.,À revoir pour la prochaine fois.
Rapport de stage - Physique,J'ai demandé à l'IA de générer un plan.,Travail fait rapidement.
Rapport de stage,L'IA m'a aidé à corriger mes fautes d'orthographe.,À discuter avec le professeur.
Rendu du 25 October 2025,L'IA m'a permis de mieux structurer mes phrases.,Pas totalement satisfait du rendu.
Rendu du 11 June 2024,Je me suis aidé de l'IA pour résumer un texte.,"Travail fait en retard, à améliorer."
Projet - Info,J'ai utilisé l'IA pour vérifier la grammaire.,À revoir pour la prochaine fois.
Exposé 3,Je me suis aidé de l'IA pour résumer un texte.,À revoir pour la prochaine fois.
Mémoire,L'IA a généré un premier jet que j'ai retravaillé.,J'ai eu du mal à comprendre certaines consignes.
Mémoire,L'IA a généré un premier jet que j'ai retravaillé.,Pas totalement satisfait du rendu.
Exposé 11,J'ai demandé à l'IA de générer un plan.,"Premier essai, pas encore au point."
Synthèse - Math,Je me suis aidé de l'IA pour résumer un texte.,Pas totalement satisfait du rendu.
Projet - Physique,J'ai utilisé l'IA pour vérifier la grammaire.,Travail fait rapidement.
Rapport de stage - Math,J'ai utilisé l'IA pour reformuler mes idées.,J'ai eu du mal à comprendre certaines consignes.
Mémoire 36,J'ai utilisé l'IA pour reformuler mes idées.,J'ai appris beaucoup en le faisant.
Synthèse 50,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Présentation 44,J'ai utilisé l'IA pour vérifier la grammaire.,Pas totalement satisfait du rendu.
Présentation 1,L'IA m'a aidé à clarifier certains concepts.,J'ai appris beaucoup en le faisant.
Rendu du 21 July 2022,L'IA m'a donné des exemples concrets.,J'ai eu du mal à comprendre certaines consignes.
Projet 43,J'ai utilisé l'IA pour vérifier la grammaire.,"Travail fait en retard, à améliorer."
Rapport de stage - Eco,L'IA a généré un premier jet que j'ai retravaillé.,Travail fait rapidement.
Présentation - Philo,L'IA m'a permis de mieux structurer mes phrases.,À revoir pour la prochaine fois.
Analyse 11,Je me suis aidé de l'IA pour résumer un texte.,À revoir pour la prochaine fois.
Rapport de stage - Philo,J'ai demandé à l'IA de générer un plan.,J'ai appris beaucoup en le faisant.
Rendu du 19 September 2022,L'IA m'a aidé à clarifier certains concepts.,J'ai appris beaucoup en le faisant.
Dissertation - Info,J'ai demandé à l'IA de générer un plan.,Je pense que je peux faire mieux.
Rendu du 14 July 2023,J'ai demandé à l'IA de générer un plan.,À discuter avec le professeur.
Rapport de stage,J'ai utilisé l'IA pour reformuler mes idées.,"Travail fait en retard, à améliorer."
Dissertation,L'IA m'a permis de mieux structurer mes phrases.,Travail fait rapidement.
Rendu du 23 December 2025,L'IA a généré un premier jet que j'ai retravaillé.,J'ai eu du mal à comprendre certaines consignes.
Rendu du 01 December 2022,J'ai utilisé l'IA pour reformuler mes idées.,À discuter avec le professeur.
Compte rendu - Math,L'IA m'a permis de mieux structurer mes phrases.,J'ai passé beaucoup de temps dessus.
Compte rendu - Info,L'IA m'a donné des exemples concrets.,J'ai eu du mal à comprendre certaines consignes.
Présentation 27,L'IA m'a aidé à corriger mes fautes d'orthographe.,À discuter avec le professeur.
Dissertation,J'ai utilisé l'IA pour reformuler mes idées.,J'ai eu du mal à comprendre certaines consignes.
Dissertation - Info,L'IA m'a donné des exemples concrets.,J'ai appris beaucoup en le faisant.
Analyse,L'IA m'a donné des exemples concrets.,J'ai eu du mal à comprendre certaines consignes.
Synthèse 34,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,"Premier essai, pas encore au point."
Compte rendu - Info,L'IA m'a aidé à clarifier certains concepts.,Pas totalement satisfait du rendu.
Dissertation 31,J'ai demandé à l'IA de générer un plan.,À discuter avec le professeur.
Mémoire,J'ai demandé à l'IA de générer un plan.,À discuter avec le professeur.
Analyse - Philo,L'IA m'a aidé à corriger mes fautes d'orthographe.,Je pense que je peux faire mieux.
Mémoire,L'IA m'a aidé à clarifier certains concepts.,Pas totalement satisfait du rendu.
Mémoire - Math,L'IA m'a permis de mieux structurer mes phrases.,J'ai passé beaucoup de temps dessus.
Analyse,Je me suis aidé de l'IA pour résumer un texte.,"Travail fait en retard, à améliorer."
Projet,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,À discuter avec le professeur.
Projet 50,L'IA m'a permis de mieux structurer mes phrases.,"Travail fait en retard, à améliorer."
Analyse 29,J'ai utilisé l'IA pour vérifier la grammaire.,Pas totalement satisfait du rendu.
Dissertation 11,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,À revoir pour la prochaine fois.
Mémoire,L'IA m'a donné des exemples concrets.,Je pense que je peux faire mieux.
Dissertation - Physique,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,À revoir pour la prochaine fois.
Analyse,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Pas totalement satisfait du rendu.
Dissertation 43,J'ai utilisé l'IA pour reformuler mes idées.,Pas totalement satisfait du rendu.
Synthèse 27,L'IA m'a donné des exemples concrets.,"Premier essai, pas encore au point."
